id,name,id_c,formula,BioCyc_api,name_2,formula_clean
aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,aicar,['C9H13N4O8P'],META:AICAR,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,C9H13N4O8P
eig3p_c,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,eig3p,['C6H9N2O6P'],META:D-ERYTHRO-IMIDAZOLE-GLYCEROL-P,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,C6H9N2O6P
2cpr5p_c,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,2cpr5p,['C12H13NO9P'],META:CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H13NO9P
3ig3p_c,C'-(3-Indolyl)-glycerol 3-phosphate,3ig3p,['C11H12NO6P'],META:INDOLE-3-GLYCEROL-P,C'-(3-Indolyl)-glycerol 3-phosphate,C11H12NO6P
3mop_c,(S)-3-Methyl-2-oxopentanoate,3mop,['C6H9O3'],META:2-KETO-3-METHYL-VALERATE,(S)-3-Methyl-2-oxopentanoate,C6H9O3
ile__L_e,L-Isoleucine,ile__L,['C6H13NO2'],META:ILE,L-Isoleucine,C6H13NO2
ile__L_p,L-Isoleucine,ile__L,['C6H13NO2'],META:ILE,L-Isoleucine,C6H13NO2
imp_e,IMP C10H11N4O8P,imp,['C10H11N4O8P'],META:IMP,IMP,C10H11N4O8P
imp_p,IMP C10H11N4O8P,imp,['C10H11N4O8P'],META:IMP,IMP,C10H11N4O8P
indole_c,Indole,indole,['C8H7N'],META:INDOLE,Indole,C8H7N
indole_p,Indole,indole,['C8H7N'],META:INDOLE,Indole,C8H7N
ins_c,Inosine,ins,['C10H12N4O5'],META:INOSINE,Inosine,C10H12N4O5
ins_p,Inosine,ins,['C10H12N4O5'],META:INOSINE,Inosine,C10H12N4O5
h2mb4p_c,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,h2mb4p,['C5H9O8P2'],META:HYDROXY-METHYL-BUTENYL-DIP,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C5H9O8P2
3c2hmp_c,3-Carboxy-2-hydroxy-4-methylpentanoate,3c2hmp,['C7H10O5'],META:2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,3-Carboxy-2-hydroxy-4-methylpentanoate,C7H10O5
3c4mop_c,3-Carboxy-4-methyl-2-oxopentanoate,3c4mop,['C7H8O5'],META:CPD-7100,3-Carboxy-4-methyl-2-oxopentanoate,C7H8O5
2ippm_c,2-Isopropylmaleate,2ippm,['C7H8O4'],META:CPD-9451,2-Isopropylmaleate,C7H8O4
3c3hmp_c,3-Carboxy-3-hydroxy-4-methylpentanoate,3c3hmp,['C7H10O5'],META:3-CARBOXY-3-HYDROXY-ISOCAPROATE,3-Carboxy-3-hydroxy-4-methylpentanoate,C7H10O5
isetac_p,Isethionic acid,isetac,['C2H5O4S'],META:CPD-3745,Isethionic acid,C2H5O4S
2ahbut_c,(S)-2-Aceto-2-hydroxybutanoate,2ahbut,['C6H9O4'],META:2-ACETO-2-HYDROXY-BUTYRATE,(S)-2-Aceto-2-hydroxybutanoate,C6H9O4
23dhmp_c,"(R)-2,3-Dihydroxy-3-methylpentanoate",23dhmp,['C6H11O4'],META:1-KETO-2-METHYLVALERATE,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H11O4
kdo8p_c,3-Deoxy-D-manno-octulosonate 8-phosphate,kdo8p,['C8H12O11P'],META:KDO-8P,3-Deoxy-D-manno-octulosonate 8-phosphate,C8H12O11P
kdo_c,3-Deoxy-D-manno-2-octulosonate,kdo,['C8H13O8'],META:KDO,3-Deoxy-D-manno-2-octulosonate,C8H13O8
k_p,Potassium,k,['K'],META:K+,Potassium,K
lac__L_c,L-Lactate,lac__L,['C3H5O3'],META:L-LACTATE,L-Lactate,C3H5O3
lcts_c,Lactose C12H22O11,lcts,['C12H22O11'],META:CPD-15971,Lactose,C12H22O11
LalaLglu_e,L-alanine-L-glutamate,LalaLglu,['C8H13N2O5'],META:CPD0-1445,L-alanine-L-glutamate,C8H13N2O5
LalaLglu_p,L-alanine-L-glutamate,LalaLglu,['C8H13N2O5'],META:CPD0-1445,L-alanine-L-glutamate,C8H13N2O5
LalaLglu_c,L-alanine-L-glutamate,LalaLglu,['C8H13N2O5'],META:CPD0-1445,L-alanine-L-glutamate,C8H13N2O5
lald__L_c,L-Lactaldehyde,lald__L,['C3H6O2'],META:LACTALD,L-Lactaldehyde,C3H6O2
lcts_p,Lactose C12H22O11,lcts,['C12H22O11'],META:CPD-15971,Lactose,C12H22O11
lcts_e,Lactose C12H22O11,lcts,['C12H22O11'],META:CPD-15971,Lactose,C12H22O11
4mop_c,4-Methyl-2-oxopentanoate,4mop,['C6H9O3'],META:2K-4CH3-PENTANOATE,4-Methyl-2-oxopentanoate,C6H9O3
trnaleu_c,TRNA(Leu),trnaleu,"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']",META:LEU-tRNAs,TNA(Leu),"C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR"
leutrna_c,L-Leucyl-tRNA(Leu),leutrna,"['C6H13NO2X', 'C6H12NOR', 'C6H13NOR', 'C21H34O17P2R3N']",,L-Leucyl-tRNA(Leu),"C6H13NO2X', 'C6H12NOR', 'C6H13NOR', 'C21H34O17P2R3N"
leu__L_p,L-Leucine,leu__L,['C6H13NO2'],META:LEU,L-Leucine,C6H13NO2
lipoate_c,Lipoate,lipoate,"['C8H14O2S2', 'C8H13O2S2']",META:LIPOIC-ACID,Lipoate,"C8H14O2S2', 'C8H13O2S2"
lipoamp_c,Lipoyl-AMP,lipoamp,['C18H25N5O8PS2'],META:LIPOYL-AMP,Lipoyl-AMP,C18H25N5O8PS2
lipa_c,KDO(2)-lipid (A),lipa,['C110H196N2O39P2'],,KDO(2)-lipid (A),C110H196N2O39P2
lipa_p,KDO(2)-lipid (A),lipa,['C110H196N2O39P2'],,KDO(2)-lipid (A),C110H196N2O39P2
octapb_c,Octanoate (protein bound),octapb,['C8H15O'],,Octanoate (protein bound),C8H15O
lipoate_p,Lipoate,lipoate,"['C8H14O2S2', 'C8H13O2S2']",META:LIPOIC-ACID,Lipoate,"C8H14O2S2', 'C8H13O2S2"
1tdecg3p_p,1-tetradecanoyl-sn-glycerol 3-phosphate,1tdecg3p,"['C17H33O7P', 'C17H33O7P1']",META:CPD-18379,1-tetradecanoyl-sn-glycerol 3-phosphate,"C17H33O7P', 'C17H33O7P1"
ttdca_p,Tetradecanoate (n-C14:0),ttdca,['C14H27O2'],,Tetradecanoate (n-C14:0),C14H27O2
1tdec7eg3p_p,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,1tdec7eg3p,['C17H31O7P1'],,1-tetradec-7-enoyl-sn-glycerol 3-phosphate,C17H31O7P1
ttdcea_p,Tetradecenoate (n-C14:1),ttdcea,['C14H25O2'],,Tetradecenoate (n-C14:1),C14H25O2
1hdec9eg3p_p,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,1hdec9eg3p,"['C19H35O7P1', 'C19H35O7P']",,1-hexadec-9-enoyl-sn-glycerol 3-phosphate,"C19H35O7P1', 'C19H35O7P"
1odec11eg3p_p,1-octadec-11-enoyl-sn-glycerol 3-phosphate,1odec11eg3p,"['C21H39O7P', 'C21H39O7P1']",,1-octadec-11-enoyl-sn-glycerol 3-phosphate,"C21H39O7P', 'C21H39O7P1"
ocdcea_p,Octadecenoate (n-C18:1),ocdcea,['C18H33O2'],META:OLEATE-CPD,Octadecenoate (n-C18:1),C18H33O2
1agpe140_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),1agpe140,"['C19H40NO7P1', 'C19H40NO7P']",META:CPD0-2147,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),"C19H40NO7P1', 'C19H40NO7P"
1agpe141_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),1agpe141,['C19H38NO7P1'],,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),C19H38NO7P1
1agpe180_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),1agpe180,"['C23H48NO7P1', 'C23H48NO7P']",META:CPD0-2152,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),"C23H48NO7P1', 'C23H48NO7P"
1agpe181_p,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),1agpe181,"['C23H46NO7P', 'C23H46NO7P1']",,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),"C23H46NO7P', 'C23H46NO7P1"
1agpg141_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),1agpg141,['C20H38O9P1'],,1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),C20H38O9P1
1agpg161_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),1agpg161,['C22H42O9P1'],,1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),C22H42O9P1
1agpg180_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),1agpg180,['C24H48O9P1'],META:CPD0-2140,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),C24H48O9P1
1agpg181_p,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),1agpg181,"['C24H46O9P', 'C24H46O9P1']",META:CPD-8365,1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),"C24H46O9P', 'C24H46O9P1"
2agpe120_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),2agpe120,['C17H36NO7P1'],META:CPD0-2178,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),C17H36NO7P1
apg120_c,Acyl phosphatidylglycerol (n-C12:0),apg120,['C42H80O11P'],META:CPD0-2194,Acyl phosphatidylglycerol (n-C12:0),C42H80O11P
2agpe161_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),2agpe161,['C21H42NO7P1'],,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),C21H42NO7P1
pg161_c,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",pg161,['C38H70O10P1'],META:CPD0-2330,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",C38H70O10P1
apg161_c,Acyl phosphatidylglycerol (n-C16:1),apg161,['C54H98O11P'],,Acyl phosphatidylglycerol (n-C16:1),C54H98O11P
apg141_c,Acyl phosphatidylglycerol (n-C14:1),apg141,['C48H86O11P'],,Acyl phosphatidylglycerol (n-C14:1),C48H86O11P
apg160_c,Acyl phosphatidylglycerol (n-C16:0),apg160,['C54H104O11P'],META:CPD0-2197,Acyl phosphatidylglycerol (n-C16:0),C54H104O11P
2agpe160_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),2agpe160,['C21H44NO7P1'],META:CPD0-2177,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),C21H44NO7P1
2agpe180_c,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),2agpe180,['C23H48NO7P1'],META:CPD0-2223,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),C23H48NO7P1
2agpg140_c,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),2agpg140,['C20H40O9P1'],META:CPD0-2173,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),C20H40O9P1
trnalys_c,TRNA(Lys),trnalys,"['HOX', 'HR', 'R', 'C15H23O16P2R3']",META:LYS-tRNAs,TNA(Lys),"HOX', 'HR', 'R', 'C15H23O16P2R3"
lystrna_c,L-Lysine-tRNA (Lys),lystrna,"['C6H15N2O2X', 'C21H36N2O17P2R3', 'C6H14N2OR', 'C6H15N2OR']",,L-Lysine-tRNA (Lys),"C6H15N2O2X', 'C21H36N2O17P2R3', 'C6H14N2OR', 'C6H15N2OR"
lys__L_p,L-Lysine,lys__L,['C6H15N2O2'],META:LYS,L-Lysine,C6H15N2O2
lys__L_e,L-Lysine,lys__L,['C6H15N2O2'],META:LYS,L-Lysine,C6H15N2O2
lyx__L_p,L-Lyxose,lyx__L,['C5H10O5'],META:CPD-15867,L-Lyxose,C5H10O5
lyx__L_c,L-Lyxose,lyx__L,['C5H10O5'],META:CPD-15867,L-Lyxose,C5H10O5
malcoa_c,Malonyl CoA C24H33N7O19P3S,malcoa,"['C24H33N7O19P3S', 'C24H34N7O19P3S']",META:MALONYL-COA,Malonyl CoA,"C24H33N7O19P3S', 'C24H34N7O19P3S"
malcoame_c,Malonyl-CoA methyl ester,malcoame,['C25H36N7O19P3S'],META:CPD-12454,Malonyl-CoA methyl ester,C25H36N7O19P3S
maltpt_e,Maltopentaose,maltpt,['C30H52O26'],META:MALTOPENTAOSE,Maltopentaose,C30H52O26
maltpt_p,Maltopentaose,maltpt,['C30H52O26'],META:MALTOPENTAOSE,Maltopentaose,C30H52O26
malttr_p,Maltotriose C18H32O16,malttr,['C18H32O16'],META:MALTOTRIOSE,Maltotriose,C18H32O16
maltttr_p,Maltotetraose,maltttr,['C24H42O21'],META:CPD0-2595,Maltotetraose,C24H42O21
maltttr_c,Maltotetraose,maltttr,['C24H42O21'],META:CPD0-2595,Maltotetraose,C24H42O21
malt_p,Maltose C12H22O11,malt,['C12H22O11'],META:ALPHA-MALTOSE,Maltose,C12H22O11
mal__L_p,L-Malate,mal__L,['C4H4O5'],META:MAL,L-Malate,C4H4O5
mal__L_e,L-Malate,mal__L,['C4H4O5'],META:MAL,L-Malate,C4H4O5
man6p_p,D-Mannose 6-phosphate,man6p,['C6H11O9P'],META:CPD-15979,D-Mannose 6-phosphate,C6H11O9P
man6p_e,D-Mannose 6-phosphate,man6p,['C6H11O9P'],META:CPD-15979,D-Mannose 6-phosphate,C6H11O9P
man6pglyc_c,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,man6pglyc,"['C9H14O12P', 'C9H17O12P']",META:CPD0-1063,2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,"C9H14O12P', 'C9H17O12P"
murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",murein4px4p,['C74H112N14O39'],,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39
murein5px4px4p_p,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),murein5px4px4p,['C114H172N22O59'],META:CPD0-2296,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C114H172N22O59
murein4px4px4p_p,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),murein4px4px4p,['C111H167N21O58'],,Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),C111H167N21O58
murein5p4p_p,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",murein5p4p,['C77H119N15O41'],,"Two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41
murein4p4p_p,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",murein4p4p,['C74H114N14O40'],META:CPD0-2269,"Two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40
murein5p3p_p,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",murein5p3p,['C74H114N14O40'],,"Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40
murein4p3p_p,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",murein4p3p,['C71H109N13O39'],,"Two linked disacharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)",C71H109N13O39
2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",2mecdp,['C5H10O9P2'],META:2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",C5H10O9P2
melib_c,Melibiose C12H22O11,melib,['C12H22O11'],META:MELIBIOSE,Melibiose,C12H22O11
melib_p,Melibiose C12H22O11,melib,['C12H22O11'],META:MELIBIOSE,Melibiose,C12H22O11
met__D_p,D-Methionine,met__D,"['C5H10NO2S', 'C5H11NO2S']",META:CPD-218,D-Methionine,"C5H10NO2S', 'C5H11NO2S"
met__D_c,D-Methionine,met__D,"['C5H10NO2S', 'C5H11NO2S']",META:CPD-218,D-Methionine,"C5H10NO2S', 'C5H11NO2S"
met__D_e,D-Methionine,met__D,"['C5H10NO2S', 'C5H11NO2S']",META:CPD-218,D-Methionine,"C5H10NO2S', 'C5H11NO2S"
metsox_S__L_p,L-Methionine Sulfoxide,metsox_S__L,['C5H11NO3S'],META:L-Methionine-sulfoxides,L-Methionine Sulfoxide,C5H11NO3S
trnamet_c,TRNA(Met),trnamet,"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']",META:Elongation-tRNAMet,TNA(Met),"C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR"
mettrna_c,L-Methionyl-tRNA (Met),mettrna,"['C20H32NO17P2SR3', 'C5H11NOSR', 'C5H10NOSR', 'C5H11NO2SX']",,L-Methionyl-tRNA (Met),"C20H32NO17P2SR3', 'C5H11NOSR', 'C5H10NOSR', 'C5H11NO2SX"
met__L_p,L-Methionine,met__L,['C5H11NO2S'],META:MET,L-Methionine,C5H11NO2S
mg2_e,Magnesium,mg2,['Mg'],META:MG+2,Magnesium,Mg
mg2_p,Magnesium,mg2,['Mg'],META:MG+2,Magnesium,Mg
mincyc_e,Minocycline,mincyc,['C23H27N3O7'],META:CPD-19259,Minocycline,C23H27N3O7
mincyc_p,Minocycline,mincyc,['C23H27N3O7'],META:CPD-19259,Minocycline,C23H27N3O7
minohp_e,Myo-Inositol hexakisphosphate,minohp,"['C6H6O24P6', 'C6H10O24P6']",META:MI-HEXAKISPHOSPHATE,Myo-Inositol hexakisphosphate,"C6H6O24P6', 'C6H10O24P6"
minohp_p,Myo-Inositol hexakisphosphate,minohp,"['C6H6O24P6', 'C6H10O24P6']",META:MI-HEXAKISPHOSPHATE,Myo-Inositol hexakisphosphate,"C6H6O24P6', 'C6H10O24P6"
murein5px3p_p,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",murein5px3p,['C74H112N14O39'],,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",C74H112N14O39
murein3px3p_p,"Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",murein3px3p,['C68H102N12O37'],META:CPD0-2277,"Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)",C68H102N12O37
murein3p3p_p,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",murein3p3p,['C68H104N12O38'],,"Two linked disacharide tripeptide murein units (uncrosslinked, middle of chain)",C68H104N12O38
malttr_c,Maltotriose C18H32O16,malttr,['C18H32O16'],META:MALTOTRIOSE,Maltotriose,C18H32O16
malthp_c,Maltoheptaose,malthp,['C42H72O36'],META:CPD0-1133,Maltoheptaose,C42H72O36
mmcoa__S_c,(S)-Methylmalonyl-CoA,mmcoa__S,['C25H35N7O19P3S'],META:D-METHYL-MALONYL-COA,(S)-Methylmalonyl-CoA,C25H35N7O19P3S
mmet_e,S-Methyl-L-methionine,mmet,['C6H14NO2S'],META:CPD-397,S-Methyl-L-methionine,C6H14NO2S
mmet_p,S-Methyl-L-methionine,mmet,['C6H14NO2S'],META:CPD-397,S-Methyl-L-methionine,C6H14NO2S
mn2_p,Manganese,mn2,['Mn'],META:MN+2,Manganese,Mn
mnl_p,D-Mannitol,mnl,['C6H14O6'],META:MANNITOL,D-Mannitol,C6H14O6
mnl1p_c,D-Mannitol 1-phosphate,mnl1p,['C6H13O9P'],META:MANNITOL-1P,D-Mannitol 1-phosphate,C6H13O9P
mn2_e,Manganese,mn2,['Mn'],META:MN+2,Manganese,Mn
moadamp_c,MoaD Protein with bound AMP,moadamp,['C11H12N5O8P1X'],,MoaD Protein with bound AMP,C11H12N5O8P1X
moadcosh_c,MoaD Protein with thiocarboxylate,moadcosh,"['C1H1O1S1X', 'CHOSR']",,MoaD Protein with thiocarboxylate,"C1H1O1S1X', 'CHOSR"
ckdo_c,CMP-3-deoxy-D-manno-octulosonate,ckdo,['C17H24N3O15P'],META:CMP-KDO,CMP-3-deoxy-D-manno-octulosonate,C17H24N3O15P
lipidA_c,"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",lipidA,['C68H126N2O23P2'],META:LIPID-IV-A,"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",C68H126N2O23P2
kdolipid4_c,KDO-lipid IV(A),kdolipid4,['C76H137N2O30P2'],META:KDO-LIPID-IVA,KDO-lipid IV(A),C76H137N2O30P2
phphhlipa_c,Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,phphhlipa,['C131H230N2O63P4'],META:CPD0-2239,Phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C131H230N2O63P4
kphphhlipa_c,Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,kphphhlipa,['C139H241N2O70P4'],META:CPD0-2257,Kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,C139H241N2O70P4
mobd_e,Molybdate,mobd,"['MoO4', 'H2MoO4']",META:CPD-3,Molybdate,"MoO4', 'H2MoO4"
mobd_p,Molybdate,mobd,"['MoO4', 'H2MoO4']",META:CPD-3,Molybdate,"MoO4', 'H2MoO4"
mocogdp_c,Molybdopterin guanine dinucleotide,mocogdp,"['C20H24N10O13P2S2', 'C20H22N10O15P2S2Mo']",,Molybdopterin guanine dinucleotide,"C20H24N10O13P2S2', 'C20H22N10O15P2S2Mo"
uaagmda_c,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",uaagmda,['C95H152N8O28P2'],META:C6,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala",C95H152N8O28P2
murein5p5p_p,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",murein5p5p,['C80H124N16O42'],META:CPD0-2283,"Two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C80H124N16O42
murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",murein5p5p5p,['C120H186N24O63'],,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",C120H186N24O63
moadcoo_c,MoaD Protein with carboxylate,moadcoo,"['CHO2R', 'C1O2X']",,MoaD Protein with carboxylate,"CHO2R', 'C1O2X"
msa_c,Malonate semialdehyde,msa,['C3H3O3'],META:MALONATE-S-ALD,Malonate semialdehyde,C3H3O3
mso3_p,Methanesulfonate,mso3,['CH3O3S'],META:CPD-3746,Methanesulfonate,CH3O3S
5mta_c,5-Methylthioadenosine,5mta,['C11H15N5O3S'],META:5-METHYLTHIOADENOSINE,5-Methylthioadenosine,C11H15N5O3S
5mthf_c,5-Methyltetrahydrofolate,5mthf,"['C20H24N7O6', 'C20H23N7O6']",META:5-METHYL-THF,5-Methyltetrahydrofolate,"C20H24N7O6', 'C20H23N7O6"
n2o_p,Nitrous oxide,n2o,['N2O'],META:NITROUS-OXIDE,Nitrous oxide,N2O
glu5sa_c,L-Glutamate 5-semialdehyde,glu5sa,['C5H9NO3'],META:L-GLUTAMATE_GAMMA-SEMIALDEHYDE,L-Glutamate 5-semialdehyde,C5H9NO3
nac_p,Nicotinate,nac,['C6H4NO2'],META:NIACINE,Nicotinate,C6H4NO2
cdp_c,CDP C9H12N3O11P2,cdp,['C9H12N3O11P2'],META:CDP,CDP,C9H12N3O11P2
dudp_c,DUDP C9H11N2O11P2,dudp,['C9H11N2O11P2'],META:DUDP,DUDP,C9H11N2O11P2
ni2_p,Nickel,ni2,['Ni'],META:NI+2,ckel,Ni
nmn_c,NMN C11H14N2O8P,nmn,"['C11H14N2O8P', 'C11H13N2O8P']",META:NICOTINAMIDE_NUCLEOTIDE,NMN,"C11H14N2O8P', 'C11H13N2O8P"
nicrnt_c,Nicotinate D-ribonucleotide,nicrnt,['C11H12NO9P'],META:NICOTINATE_NUCLEOTIDE,Nicotinate D-ribonucleotide,C11H12NO9P
ncam_c,Nicotinamide,ncam,['C6H6N2O'],META:NIACINAMIDE,Nicotinamide,C6H6N2O
nmn_p,NMN C11H14N2O8P,nmn,"['C11H14N2O8P', 'C11H13N2O8P']",META:NICOTINAMIDE_NUCLEOTIDE,NMN,"C11H14N2O8P', 'C11H13N2O8P"
nac_c,Nicotinate,nac,['C6H4NO2'],META:NIACINE,Nicotinate,C6H4NO2
dnad_c,Deamino-NAD+,dnad,['C21H24N6O15P2'],META:DEAMIDO-NAD,Deamino-NAD+,C21H24N6O15P2
no3_p,Nitrate,no3,['NO3'],META:CPD-15028,Nitrate,NO3
no2_p,Nitrite,no2,['NO2'],META:NITRITE,Nitrite,NO2
no3_c,Nitrate,no3,['NO3'],META:CPD-15028,Nitrate,NO3
no2_c,Nitrite,no2,['NO2'],META:NITRITE,Nitrite,NO2
no_p,Nitric oxide,no,['NO'],META:NITRIC-OXIDE,Nitric oxide,NO
xtsn_c,Xanthosine,xtsn,['C10H12N4O6'],META:XANTHOSINE,Xanthosine,C10H12N4O6
xmp_p,Xanthosine 5'-phosphate,xmp,['C10H11N4O9P'],META:XANTHOSINE-5-PHOSPHATE,Xanthosine 5'-phosphate,C10H11N4O9P
xtsn_p,Xanthosine,xtsn,['C10H12N4O6'],META:XANTHOSINE,Xanthosine,C10H12N4O6
ump_c,UMP C9H11N2O9P,ump,['C9H11N2O9P'],META:UMP,UMP,C9H11N2O9P
cmp_p,CMP C9H12N3O8P,cmp,['C9H12N3O8P'],META:CMP,CMP,C9H12N3O8P
thymd_c,Thymidine C10H14N2O5,thymd,['C10H14N2O5'],META:THYMIDINE,Thymidine,C10H14N2O5
damp_c,DAMP C10H12N5O6P,damp,['C10H12N5O6P'],META:DAMP,DAMP,C10H12N5O6P
dgsn_c,Deoxyguanosine,dgsn,['C10H13N5O4'],META:DEOXYGUANOSINE,Deoxyguanosine,C10H13N5O4
dgsn_p,Deoxyguanosine,dgsn,['C10H13N5O4'],META:DEOXYGUANOSINE,Deoxyguanosine,C10H13N5O4
gmp_p,GMP C10H12N5O8P,gmp,['C10H12N5O8P'],META:GMP,GMP,C10H12N5O8P
idp_c,IDP C10H11N4O11P2,idp,['C10H11N4O11P2'],META:IDP,IDP,C10H11N4O11P2
dcmp_c,DCMP C9H12N3O7P,dcmp,['C9H12N3O7P'],META:DCMP,DCMP,C9H12N3O7P
pppi_c,Inorganic triphosphate,pppi,"['HO10P3', 'H1O10P3']",META:P3I,Inorganic triphosphate,"HO10P3', 'H1O10P3"
